file,e2n_e,e2n_n,n2e_n,n2e_e
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/StageTaskListener.java,6,15,6,11
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/MainStage.java,,14,2,
core/java/android/view/RemoteAnimationAdapter.java,,9,,
core/java/android/app/ActivityOptions.java,,21,,1
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/SplitScreenTransitions.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/SideStage.java,,1,1,
libs/WindowManager/Shell/src/com/android/wm/shell/splitscreen/StageTaskUnfoldController.java,30,,,4
libs/WindowManager/Shell/src/com/android/wm/shell/common/TransactionPool.java,,28,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/MainStage.java,8,,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/OutlineManager.java,42,,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/OutlineView.java,18,,4,4
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/SideStage.java,7,,,
libs/WindowManager/Shell/src/com/android/wm/shell/draganddrop/DragAndDropPolicy.java,,1,1,
core/java/android/content/pm/LauncherApps.java,,2,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/SplitscreenEventLogger.java,8,,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/SplitScreenTransitions.java,93,,,
libs/WindowManager/Shell/src/com/android/wm/shell/transition/OneShotRemoteHandler.java,,2,11,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/StageCoordinator.java,137,,,
core/java/android/window/TransitionRequestInfo.java,,2,1,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/StageTaskListener.java,19,,,
libs/WindowManager/Shell/src/com/android/wm/shell/stagesplit/StageTaskUnfoldController.java,28,,,
libs/WindowManager/Shell/src/com/android/wm/shell/startingsurface/SplashScreenExitAnimation.java,6,1,1,1
core/java/android/animation/TimeInterpolator.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/startingsurface/SplashscreenIconDrawableFactory.java,2,,,
libs/WindowManager/Shell/src/com/android/wm/shell/startingsurface/StartingSurfaceDrawer.java,2,2,3,
libs/WindowManager/Shell/src/com/android/wm/shell/startingsurface/StartingWindowController.java,3,,,
libs/WindowManager/Shell/src/com/android/wm/shell/transition/DefaultTransitionHandler.java,61,4,24,4
libs/WindowManager/Shell/src/com/android/wm/shell/transition/RemoteTransitionHandler.java,4,,15,5
libs/WindowManager/Shell/src/com/android/wm/shell/transition/ScreenRotationAnimation.java,141,,,2
media/java/android/media/Image.java,,7,,
core/java/android/animation/ArgbEvaluator.java,,2,,
libs/WindowManager/Shell/src/com/android/wm/shell/transition/WindowThumbnail.java,16,,,
graphics/java/android/graphics/ColorSpace.java,,1,,
libs/WindowManager/Shell/src/com/android/wm/shell/unfold/UnfoldBackgroundController.java,14,,,
libs/WindowManager/Shell/src/com/android/wm/shell/util/GroupedRecentTaskInfo.java,3,,,
libs/WindowManager/Shell/src/com/android/wm/shell/util/StagedSplitBounds.java,3,,,
libs/WindowManager/Shell/tests/flicker/test-apps/flickerapp/src/com/android/wm/shell/flicker/testapp/BubbleActivity.java,12,,,
core/java/android/widget/Toast.java,,4,,
